,DOI (se houver),title,author,year,abstract,word_count,keywords,SDG17,SDG16,SDG15,SDG14,SDG13,SDG12,SDG11,SDG10,SDG9,SDG8,SDG7,SDG6,SDG5,SDG4,SDG3,SDG2,SDG1
10, doi.org/10.1016/j.renene.2020.04.056,Obtaining C2 and C3 products from methane using Pd/C as anode in a solid fuel cell-type electrolyte reactor,"['AS Ramos', 'MCL SANTOS', 'CM Godoi']",2020,"Organic waste to energy (OWtE) technologies have been developed and implemented in Latin America and the Caribbean (LAC) countries. However, they are still far away to significantly contribute not only to treat the ever-increasing waste volumes in the region but also to supply the regional energy demand and meet national carbon emission goals. The technical complexity of these technologies aligned with lack of research, high investment costs and political deficiencies have not allowed for an appropriate implementation of OWtE",79,"['owte', 'waste', 'energy', 'technology', 'waste volume region', 'waste volume', 'waste energy owte', 'waste energy', 'volume region supply', 'volume region', 'type electrolyte reactor', 'type electrolyte', 'treat ever increasing', 'treat ever', 'treat', 'technology developed implemented', 'technology developed', 'technology aligned lack', 'technology aligned', 'technical complexity technology']",0.04613319560510444,0.004656851351028036,0.006683226627497907,0.0044667013687336304,0.019248733598465437,0.07723396717282559,0.03813015321978106,0.0,0.07511133760409153,0.005385046024472468,0.21838744302747157,0.00968319551722504,0.0,0.0,0.003091188139972446,0.0,0.0
11, doi.org/10.1002/cctc.202000297,A mean-field formulation for the mean-variance control of discrete-time linear systems with multiplicative noises,"['F Barbieri', 'OLV Costa']",2020,"Methane was converted into C2 and C3 products under mild conditions using a single stage solid electrolyte reactor, using a proton exchange membrane fuel cell as a SER-FC and Pd/C as an electrocatalyst prepared by the reduction method of sodium borohydride. This electrocatalyst has a cubic pattern of palladium centered on the face and an average size of nanoparticles close to 6.4 nm, according to the literature. Differential mass spectrometry reveals the chemical profile of species obtained from the oxidation of methane with ionic",84,"['electrocatalyst', 'mean', 'methane', 'variance control discrete', 'variance control', 'system multiplicative noise', 'system multiplicative', 'stage solid electrolyte', 'stage solid', 'stage', 'spectrometry reveals chemical', 'spectrometry reveals', 'spectrometry', 'specie obtained oxidation', 'specie obtained', 'solid electrolyte reactor', 'solid electrolyte', 'sodium borohydride electrocatalyst', 'size nanoparticles close', 'size nanoparticles']",0.004956953826362616,0.0,0.031569113571732726,0.004499663363777696,0.016291182569083743,0.007287965843642514,0.016737845650923587,0.0,0.0,0.005424784938207156,0.015997545445364168,0.0,0.0,0.0,0.003113999543677039,0.0,0.0069540176912434686
12, doi.org/10.1080/00207721.2020.1780340,A first look at social factors driving CCS perception in Brazil: A case study in the Recôncavo Basin,"['ALA Netto', 'G Câmara', 'E Rocha', 'AL Silva']",2020,"This paper considers the stochastic optimal control of a multi-period mean-variance trade-off performance criterion with and without constraints for discrete-time linear systems subject to multiplicative noises. We adopt a mean-field approach to tackle the problem and obtain a solution for the unconstrained case in terms of a Riccati-like difference equation. From this general result, we obtain a sufficient condition for a closed-form solution for one of the constrained problems considered in the paper. When particularised to the portfolio selection",79,"['obtain', 'solution', 'mean', 'case', 'problem', 'paper', 'without constraint discrete', 'without constraint', 'variance trade performance', 'variance trade', 'unconstrained case term', 'unconstrained case', 'unconstrained', 'trade performance criterion', 'trade performance', 'trade', 'term riccati like', 'term riccati', 'tackle problem obtain', 'tackle problem']",0.014198254656758977,0.0,0.0,0.0,0.009145814059685491,0.0,0.003905686031569737,0.014611362668173205,0.0030105018497142678,0.015603744993946799,0.0,0.0018139800199444842,0.002729739867110661,0.0,0.005911909266542885,0.013588343016342158,0.0200444902035056
13, doi.org/10.1016/j.ijggc.2020.103053,Parametric study and geomechanical design of Ultra-deep-water Offshore Salt Caverns for Carbon Capture and Storage in Brazil,"['PVM da Costa', 'AM da Costa', 'JR Meneghini']",2020,"Carbon Capture and Storage (CCS) is a promising technology to help greenhouse gas emission mitigation. However, one of the greatest challenges for this technology implementation is the opposition from the population living near the potential sites. Despite the Brazilian geological potential for carbon dioxide injection, research investigating social site characterization or CCS public perception is almost non-existent in Brazil. Thus, this research aims to address this gap and analyze social factors driving CCS perception of the",76,"['social', 'perception', 'potential', 'carbon', 'storage', 'research', 'carbon capture storage', 'carbon capture', 'capture storage', 'technology', 'cc', 'capture', 'brazil', 'water offshore salt', 'water offshore', 'thus research aim', 'thus research', 'technology implementation opposition', 'technology implementation', 'technology help greenhouse']",0.044891407782972556,0.008182469597064621,0.002917001371801202,0.020154120702225643,0.07465968929863445,0.019242320937230176,0.02191233653861988,0.027234275798518504,0.06193626713853776,0.007139192806245715,0.0704855633532227,0.05899926911142856,0.010163300582625313,0.0,0.005418972951214582,0.004122163351144676,0.03092637796895404
14, doi.org/10.1016/j.ijrmms.2020.104354,Properties and DEFC tests of Nafion,"['BR Matos', 'CA Goulart', 'B Tosco']",2020,"This article describes a new concept to reduce carbon dioxide emissions of offshore oil production of high gas-to-oil ratio reservoirs and high content of CO2, denominated Offshore Salt Cavern Ultra-deep Water CCS (Carbon Capture and Storage) System. This hybrid system is intended for natural gas storage, the gravitational separation between CO 2/CH 4, and CO 2 confinement for final destination. This development emerged from a current demand of some Brazilian pre-salt reservoirs to destinate a gas stream with high CO 2",81,"['high', 'co', 'gas', 'reservoir', 'oil', 'offshore', 'storage', 'salt', 'system', 'water cc carbon', 'water cc', 'test nafion article', 'test nafion', 'system intended natural', 'system intended', 'system hybrid system', 'system hybrid', 'stream high co', 'stream high', 'stream']",0.012800044977265009,0.0,0.0,0.015539911901980948,0.09399004587949106,0.03903316238093556,0.028920804082790637,0.01312160242626572,0.010900164051924705,0.006935583457741988,0.03139000216251432,0.0577235446174232,0.0,0.002757294545064599,0.005301800033137231,0.012202888857214184,0.011912005987529764
15, doi.org/10.1016/j.memsci.2020.118042,Assessment of property estimation methods for the thermodynamics of carbon dioxide-based products,"['KA Pacheco', 'AE Bresciani', 'CAO Nascimento']",2020,"Nafion based composites are promising materials to improve the performance of direct ethanol fuel cells. In this work, composite membranes of Nafion and titanate nanotubes functionalized with sulfonic acid groups were prepared by melt-extrusion and tested in a direct ethanol fuel cell. Far and mid infrared spectroscopies evidenced the formation of ionic bridges between the sulfonic acid groups of both functionalized nanoparticles and the ionomer. Small angle X-ray scattering measurements revealed that the melt-extrusion",74,"['sulfonic acid group', 'sulfonic acid', 'sulfonic', 'melt extrusion', 'melt', 'group', 'extrusion', 'ethanol fuel', 'direct ethanol fuel', 'direct ethanol', 'acid group', 'acid', 'nafion', 'functionalized', 'direct', 'composite', 'ethanol', 'based', 'fuel', 'work composite membrane']",0.0089938115993024,0.0,0.006053294337277633,0.008126112676278191,0.01742307386476523,0.009910909000545334,0.0,0.0,0.0,0.02524498157589814,0.03465339144747148,0.0,0.0025956923732315994,0.0,0.0,0.004267685322176151,0.0
16, doi.org/10.1016/j.enconman.2020.112756,Structure and activity of supported bimetallic NiPd nanoparticles: influence of preparation method on CO2 reduction,"['AH Braga', 'NJS Costa', 'K Philippot', 'R Gonçalves']",2020,"Carbon dioxide can be used as feedstock to produce chemicals. It represents a stimulating defiance to manufacture novel cost competitive materials with less environmental impact, besides to investigate new opportunities for catalysts and industrial chemistry. The contribution of carbon dioxide conversion goes beyond lowering global warming, by reducing fossil resource depletion or even yielding more benign production pathways. Albeit promising, the literature data regarding the quantity of energy needed to convert carbon",72,"['carbon', 'dioxide', 'carbon dioxide', 'yielding benign production', 'yielding benign', 'yielding', 'warming reducing fossil', 'warming reducing', 'used feedstock produce', 'used feedstock', 'supported bimetallic nipd', 'supported bimetallic', 'structure activity supported', 'stimulating defiance manufacture', 'stimulating defiance', 'stimulating', 'resource depletion even', 'resource depletion', 'resource', 'represents stimulating defiance']",0.01989848495636804,0.0,0.006634976003090844,0.04767371475164228,0.09335074321806446,0.05699282621539498,0.01646965233603753,0.007560440079197121,0.02562851939213716,0.02459036855782826,0.08911327087505361,0.001890653846107497,0.00569951730703241,0.009655033534549197,0.00926288218891635,0.014166724369360267,0.01383764431636796
17, doi.org/10.1002/cctc.201902329,Stress-constrained level set topology optimization for compliant mechanisms,"['H Emmendoerfer Jr', 'EA Fancello', 'ECN Silva']",2020,"Bimetallic Ni‐Pd and Ni, Pd reference catalysts were prepared by decomposing organometallic precursors, Ni (cod) 2 and Pd2 (dba) 3, leading to nanoparticles with sizes ranging from 3 to 6 nm. Two different synthesis procedures were followed: i) solution synthesis using capping ligand (hexadecylamine) followed by impregnation of pre‐formed nanoparticles on SiO2, called Sol‐immobilization (SI); and 2) direct precursor decomposition onto SiO2, without stabilizer, called Direct Decomposition (DD). Samples prepared by SI",72,"['sio2', 'si', 'ni pd', 'followed', 'ni', 'decomposition', 'direct', 'pd', 'called', 'synthesis', 'nanoparticles', 'prepared', 'without stabilizer called', 'without stabilizer', 'topology optimization compliant', 'synthesis procedure followed', 'synthesis procedure', 'synthesis capping ligand', 'synthesis capping', 'stress constrained level']",0.008833719051185365,0.0,0.0,0.0,0.0056288001496532505,0.003204487095944085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027508492366261714,0.0,0.0
18, doi.org/10.1016/j.cma.2019.112777,Methane tri-reforming for synthesis gas production using Ni/CeZrO2/MgAl2O4 catalysts: Effect of Zr/Ce molar ratio,"['AVP Lino', 'CB Rodella', 'EM Assaf', 'JM Assaf']",2020,"This work presents a level set-based topology optimization procedure to design compliant mechanisms subject to local stress constraints. A classical technical difficulty related to the design of compliant mechanisms is the emergence of non-realistic flexible joints (hinges) subject to unfeasible strain and stresses. A natural way to overcome this occurrence is the inclusion of stress constraints within the formulation. This approach brings, on the other hand, particular difficulties associated with the local nature of stress constraints. To deal with",79,"['stress', 'stress constraints', 'difficulty', 'design compliant mechanism', 'design compliant', 'constraints', 'subject', 'local', 'compliant mechanism', 'compliant', 'mechanism', 'design', 'work present level', 'work present', 'within formulation approach', 'within formulation', 'within', 'way overcome occurrence', 'way overcome', 'unfeasible strain stresses']",0.0,0.004144133389490562,0.0,0.0,0.022923296388166668,0.019578848800351698,0.011027201821999962,0.0,0.0,0.02228668887561337,0.0052252704102882415,0.001694728780462592,0.005117966583350306,0.002866683454957513,0.0027508492366261736,0.008423167214380158,0.012360243876447491
19, doi.org/10.1016/j.ijhydene.2020.01.002,Non-newtonian laminar 2D swirl flow design by the topology optimization method,"['DH Alonso', 'JSR Saenz', 'ECN Silva']",2020,"Three Ni/CeZrO 2/MgAl 2 O 4 catalysts synthesized using different Zr/Ce molar ratios (0.25, 1, and 4) were studied for methane tri-reforming. The catalysts were characterized using XRD, 27 Al-NMR, H 2-TPR, CO 2-TPD, XPS, and in situ techniques (XPD and XANES). The addition of CeZrO 2 at Zr/Ce= 0.25 on the MgAl 2 O 4 spinel support considerably reduced the amount of carbon deposits, because the methane decomposition reaction was attenuated by the presence of less agglomerated Ni 0 species produced after",83,"['cezro', '25', 'zr ce', 'mgal', 'zr', 'ce', 'ni', 'catalyst', 'methane', 'zr ce 25', 'xrd 27 al', 'xrd 27', 'xps situ technique', 'xpd xanes addition', 'xpd xanes', 'xanes addition cezro', 'xanes addition', 'tri reforming catalyst', 'tpr co tpd', 'tpr co']",0.009237545686737408,0.008740329514613036,0.02261352667657728,0.00838247932218433,0.014947082124116762,0.0,0.0,0.0,0.0,0.0,0.005485047569450419,0.0,0.0,0.0,0.002887609201922356,0.0,0.006448454854895153
20, doi.org/10.1007/s00158-020-02499-2,High activity of Pt–Rh supported on C–ITO for ethanol oxidation in alkaline medium,"['VF de Carmargo', 'EH Fontes', 'J Nandenha']",2020,"The performance of fluid devices, such as channels, valves, nozzles, and pumps, may be improved by designing them through the topology optimization method. There are various fluid flow problems that can be elaborated in order to design fluid devices and among them there is a specific type which comprises axisymmetric flow with a rotation (swirl flow) around an axis. This specific type of problem allows the simplification of the computationally more expensive 3D fluid flow model to a computationally less expensive 2D swirl flow model. The",86,"['flow', 'fluid', 'specific type', 'fluid flow', 'flow model', 'expensive', 'computationally', 'swirl flow', 'swirl', 'problem', 'model', 'type', 'specific', 'supported ito ethanol', 'supported ito', 'rh supported ito', 'rh supported', 'rh', 'pt rh supported', 'pt rh']",0.0,0.019808571451489104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037788906910714553,0.0
21, doi.org/10.1306/eg.10221919015,Topology optimization of fibers orientation in hyperelastic composite material,"['ALF da Silva', 'RA Salas', 'ECN Silva', 'JN Reddy']",2020,"The performance of fluid devices, such as channels, valves, nozzles, and pumps, may be improved by designing them through the topology optimization method. There are various fluid flow problems that can be elaborated in order to design fluid devices and among them there is a specific type which comprises axisymmetric flow with a rotation (swirl flow) around an axis. This specific type of problem allows the simplification of the computationally more expensive 3D fluid flow model to a computationally less expensive 2D swirl flow model. The",86,"['flow', 'fluid', 'specific type', 'fluid flow', 'flow model', 'expensive', 'computationally', 'swirl flow', 'swirl', 'problem', 'model', 'type', 'topology optimization', 'topology', 'optimization', 'specific', 'topology optimization fiber', 'orientation hyperelastic composite', 'orientation hyperelastic', 'optimization fiber orientation']",0.0,0.019704758865191033,0.0,0.0,0.0,0.0028745205019708167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075509543892070706,0.0
22, doi.org/10.1007/s11164-019-04050-5,Exsolution of nickel nanoparticles from mixed-valence metal oxides,"['VB TINTI', 'D MARANI', 'AS FERLAUTO']",2020,"Recent concerns about climate change and greenhouse gas emissions have a clear effect on the energy sector, directly affecting the use of fossil fuels. Companies and countries that depend on these sources of energy (so-called not clean) take actions to search for palliative solutions. The production of atlases of carbon capture and storage (CCS) is one of the collaborative actions that seeks to systematize and organize several aspects involving the use of CCS technologies. This paper focuses on an analytical overview of approaches",83,"['action', 'use', 'energy', 'valence metal oxide', 'valence metal', 'valence', 'use fossil fuels', 'use fossil', 'use cc technologies', 'use cc', 'technologies paper focus', 'technologies paper', 'technologies', 'take action search', 'take action', 'take', 'systematize organize several', 'systematize organize', 'systematize', 'storage ccs collaborative']",0.0051106793313700875,0.0,0.007008256579308757,0.004639207335174322,0.1376285842506723,0.08074702028477572,0.008560277499440674,0.007909531722216041,0.034311333648209874,0.0027925043127596683,0.19389708772921527,0.00804548689405163,0.0,0.0,0.009791247791554566,0.009830846983604353,0.007169676323311405
23, doi.org/10.1016/j.compstruct.2019.111488,Bericht des Arbeitskreises Kombinierte Spundwände des Ausschusses Ufereinfassungen (EAU),['D Osthoff'],2018,"PtRh/C–ITO electrocatalysts were prepared in a single-step method using H 2 PtCl 6· 6H 2 O and RhCl 3· xH 2 O as metal sources, sodium borohydride as the reducing agent and a physical mixture of 85% Vulcan Carbon XC72 and 15% In 2 O 3· SnO 2 (indium tin oxide—ITO) as support. PtRh/C–ITO were characterized by X-ray diffraction, transmission electron microscopy, X-ray photoelectron spectroscopy (XPS), cyclic voltammetry, chronoamperommetry, attenuated total reflectance, Fourier transform infrared spectroscopy",76,"['ito', 'ptrh ito', 'ptrh', 'de', 'spectroscopy', 'ray', 'xps cyclic voltammetry', 'xps cyclic', 'xh metal sources', 'xh metal', 'xh', 'xc72 15 sno', 'xc72 15', 'xc72', 'vulcan carbon xc72', 'vulcan carbon', 'vulcan', 'voltammetry chronoamperommetry attenuated', 'voltammetry chronoamperommetry', 'voltammetry']",0.009482271019523888,0.004465407717304245,0.0,0.0042830748201643665,0.012227584359568361,0.0,0.0,0.0,0.0,0.0,0.005630359986547382,0.0,0.0,0.0,0.008944529091644912,0.0,0.0
24, doi.org/10.1002/ppsc.201900472,An iterative approach for the discrete‐time dynamic control of Markov jump linear systems with partial information,"['AM Oliveira', 'OLV Costa']",2020,"Material properties of composite materials reinforced with fibers can be improved for a specific application y tailoring fiber orientation. Likewise, it is necessary to ensure fiber continuity to avoid stress concentration in this material. Various methods for optimizing the fiber orientation have been proposed in the last years. However, if fiber angle is considered as a design variable local minima issues may arise. This can be circumvented by using methods where candidate angles are chosen a priori. All these methods consider the",82,"['fiber', 'material', 'orientation', 'fiber orientation', 'angle', 'method', 'years however fiber', 'years however', 'years', 'various method optimizing', 'various method', 'variable local minimum', 'variable local', 'time dynamic control', 'time dynamic', 'tailoring fiber orientation', 'tailoring fiber', 'tailoring', 'system partial information', 'stress concentration material']",0.0,0.0,0.0,0.0,0.0026732242924430954,0.009344576853614409,0.0034727448758265955,0.0,0.005364200727121707,0.0,0.0,0.0,0.0,0.0,0.0026180300919826827,0.01211524043197892,0.005846445164971905
